Vardas              Pavardė            ND1    ND2    ND3    ND4    ND5    ND6    ND7    ND8    ND9    ND10   ND11   ND12   ND13   ND14   ND15   Egz.
Vardas9617          Pavardė9617        1      2      3      3      8      9      10     9      2      5      8      3      5      5      10     8
Vardas9618          Pavardė9618        6      10     3      1      1      5      10     2      7      6      5      2      5      4      7      8
Vardas9619          Pavardė9619        3      9      9      5      1      5      3      10     7      1      1      3      1      5      4      6
Vardas9620          Pavardė9620        1      8      9      2      1      9      7      5      1      10     3      3      4      10     9      8
Vardas9621          Pavardė9621        1      4      8      8      8      1      1      10     10     5      5      7      3      3      4      5
Vardas9622          Pavardė9622        1      4      2      4      8      9      5      6      8      1      9      7      4      5      9      5
Vardas9623          Pavardė9623        7      1      2      10     7      10     8      3      9      4      8      2      3      3      4      4
Vardas9624          Pavardė9624        2      3      10     6      8      7      3      9      7      5      9      3      8      7      4      2
Vardas9625          Pavardė9625        8      3      7      2      4      8      9      9      7      6      2      4      8      3      10     8
Vardas9626          Pavardė9626        6      1      5      9      9      9      4      10     4      2      3      4      8      2      2      7
